FIPS,State,County,Premature_Death_Total,Poor_or_Fair_Health,Adult_Smoking,Adult_Obesity,Uninsured,Primary_Care_Physician,Some_College,Unemployment,Children_in_Poverty,Air_Pollution_PM,Severe_Housing_Problems,Premature_Death_AIAN,Premature_Death_Asian,Premature_Death_Black,Premature_Death_Hispanic,Premature_Death_White,Premature_Death_NHOPI
31,NE,Kimball County,9793.186705,0.192,0.195,0.438,0.1211871393,,0.6031746032,0.0201863354,0.154,5.5,0.1148648649,Not Available,Not Available,Not Available,Not Available,10137.64219,Not Available
31,NE,Knox County,8014.0824063,0.17,0.174,0.438,0.0897965934,0.0004761338,0.7055869429,0.0215621562,0.175,6.1,0.0766917293,29821.19457,Not Available,Not Available,Not Available,5677.407968,Not Available
31,NE,Lancaster County,6251.6754329,0.137,0.137,0.331,0.0726426472,0.0006933445,0.7646673605,0.0211593358,0.09,6.5,0.1382845516,16411.873404,2162.916771,12731.130039,5376.0557589,6193.5177811,Not Available
31,NE,Lincoln County,9593.8950394,0.194,0.187,0.394,0.0725720384,0.0005273489,0.675844806,0.021607794,0.146,5.9,0.1263850416,Not Available,Not Available,Not Available,9859.1808136,9885.8335604,Not Available
31,NE,Logan County,,0.119,0.139,0.379,0.0711538462,0.0,0.8657718121,0.0243902439,0.11,5.3,0.1375,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
31,NE,Loup County,,0.138,0.15,0.387,0.0479616307,0.0,0.728,0.0287206266,0.282,5.4,0.1849056604,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
31,NE,McPherson County,,0.171,0.191,0.408,0.0555555556,0.0,0.816091954,0.0211267606,0.182,5.3,0.07,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
31,NE,Madison County,6585.9848525,0.168,0.151,0.403,0.0919649123,0.0006225769,0.6884313502,0.0201858699,0.108,6.5,0.1237482117,Not Available,Not Available,Not Available,5631.2399854,6463.2357553,Not Available
31,NE,Merrick County,8240.4414106,0.146,0.148,0.401,0.073,0.0003913894,0.7388101983,0.0195800896,0.106,6.2,0.1547049442,Not Available,Not Available,Not Available,Not Available,8650.1132574,Not Available
31,NE,Morrill County,11072.389351,0.156,0.143,0.389,0.0898876404,0.000437254,0.5984630163,0.0215256798,0.191,5.6,0.1078167116,Not Available,Not Available,Not Available,20028.644084,8610.4514122,Not Available
31,NE,Nance County,11246.756691,0.155,0.17,0.405,0.0662047729,,0.7409470752,0.0214504597,0.133,6.1,0.0692307692,Not Available,Not Available,Not Available,Not Available,11861.432741,Not Available
31,NE,Nemaha County,9243.9057497,0.16,0.161,0.409,0.0972592311,0.0008493771,0.6938271605,0.0224719101,0.128,7.4,0.0858676208,Not Available,Not Available,Not Available,Not Available,9873.6695697,Not Available
31,NE,Nuckolls County,8330.5587856,0.137,0.148,0.382,0.0901893287,0.0012315271,0.73150358,0.0203169443,0.152,6.3,0.0436046512,Not Available,Not Available,Not Available,Not Available,8393.4070823,Not Available
31,NE,Otoe County,7090.840824,0.152,0.154,0.372,0.072954014,0.0007532957,0.699535646,0.0215399262,0.091,7.6,0.1093502377,Not Available,Not Available,Not Available,Not Available,7754.4057857,Not Available
31,NE,Pawnee County,10502.232074,0.177,0.171,0.392,0.093385214,0.0003924647,0.570212766,0.0202839757,0.203,7.3,0.1214953271,Not Available,Not Available,Not Available,Not Available,10155.669428,Not Available
31,NE,Perkins County,7523.6342263,0.164,0.175,0.393,0.1082594494,0.001059322,0.7028169014,0.0165929204,0.116,5.7,0.1057268722,Not Available,Not Available,Not Available,Not Available,6238.3803528,Not Available
31,NE,Phelps County,6340.2115921,0.137,0.15,0.432,0.0736827275,0.0010070493,0.669865643,0.0179239708,0.102,6.1,0.1228533686,Not Available,Not Available,Not Available,Not Available,6512.8194105,Not Available
31,NE,Pierce County,7469.1984744,0.134,0.15,0.414,0.0596557014,0.0004102284,0.8400239664,0.0183028286,0.102,6.2,0.0839160839,Not Available,Not Available,Not Available,Not Available,7713.3708826,Not Available
31,NE,Platte County,5668.4750386,0.166,0.16,0.364,0.0903732099,0.0007593236,0.586400195,0.0196398455,0.081,6.7,0.0924464487,Not Available,Not Available,Not Available,4440.2714568,5892.780689,Not Available
31,NE,Polk County,7161.6436441,0.163,0.181,0.402,0.0820914372,0.0005798222,0.6927426956,0.0194107452,0.086,6.4,0.0510204082,Not Available,Not Available,Not Available,Not Available,7207.4988794,Not Available
31,NE,Red Willow County,9044.4848571,0.133,0.149,0.395,0.0808494784,0.0007530829,0.6579973992,0.0192176871,0.133,5.9,0.0981524249,Not Available,Not Available,Not Available,Not Available,8982.4059863,Not Available
31,NE,Richardson County,6372.0749666,0.182,0.193,0.442,0.0803741556,0.0005155304,0.5830188679,0.0210970464,0.129,7.7,0.0770288858,Not Available,Not Available,Not Available,Not Available,6044.3391546,Not Available
31,NE,Rock County,,0.147,0.169,0.41,0.074829932,0.0007911392,0.7323420074,0.0150462963,0.189,5.2,0.0339285714,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
31,NE,Saline County,5921.9057932,0.19,0.155,0.408,0.1154013015,0.0004227734,0.5401745411,0.0244686801,0.117,7.0,0.1417399804,Not Available,Not Available,Not Available,5912.0748924,5996.3700848,Not Available
31,NE,Sarpy County,5139.5474966,0.128,0.129,0.384,0.0461079658,0.0004963344,0.8114730676,0.0219981576,0.05,7.8,0.0970600951,Not Available,2863.1686157,7759.9981418,3636.9453526,5302.4313119,Not Available
31,NE,Saunders County,6666.6973234,0.125,0.136,0.362,0.0531886602,0.0004388467,0.7502805836,0.0191437522,0.069,7.6,0.0848240046,Not Available,Not Available,Not Available,Not Available,6905.3745022,Not Available
31,NE,Scotts Bluff County,10216.526949,0.169,0.152,0.42,0.0951536429,0.0006993985,0.6668237512,0.0262923847,0.201,6.1,0.1395819285,Not Available,Not Available,Not Available,8722.432082,10351.535225,Not Available
31,NE,Seward County,5490.0484532,0.116,0.125,0.417,0.067364486,0.0006248935,0.7291005291,0.0202269918,0.068,6.9,0.0846681922,Not Available,Not Available,Not Available,Not Available,5393.9490824,Not Available
31,NE,Sheridan County,8483.1994788,0.16,0.168,0.363,0.1094666294,0.0003925417,0.6957801766,0.0202131569,0.213,5.1,0.1079136691,Not Available,Not Available,Not Available,Not Available,6971.3904914,Not Available
31,NE,Sherman County,5617.7670222,0.173,0.188,0.4,0.0770301624,,0.7504690432,0.0218049667,0.156,5.7,0.0909090909,Not Available,Not Available,Not Available,Not Available,5770.7558883,Not Available
31,NE,Sioux County,,0.188,0.196,0.409,0.0617760618,0.0008748906,0.8620689655,0.0210526316,0.205,4.8,0.0869565217,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
31,NE,Stanton County,6163.0856379,0.143,0.156,0.379,0.0574839708,,0.7465224111,0.019050327,0.081,6.6,0.1083521445,Not Available,Not Available,Not Available,Not Available,5336.5180544,Not Available
31,NE,Thayer County,6892.5241418,0.163,0.167,0.402,0.0729566648,0.0008141665,0.7144340602,0.0182156134,0.12,6.6,0.0729927007,Not Available,Not Available,Not Available,Not Available,6754.9357954,Not Available
31,NE,Thomas County,,0.137,0.141,0.369,0.0854700855,0.0,0.8429319372,0.0336538462,0.227,5.2,0.049122807,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
31,NE,Thurston County,27025.927723,0.235,0.241,0.488,0.073358271,0.0009063444,0.6037735849,0.0271921784,0.255,6.9,0.187654321,48014.387552,Not Available,Not Available,Not Available,4864.7314657,Not Available
31,NE,Valley County,7970.4279237,0.139,0.144,0.402,0.0934919062,0.0012297098,0.7163120567,0.0217601547,0.159,5.7,0.1043478261,Not Available,Not Available,Not Available,Not Available,8507.9014072,Not Available
31,NE,Washington County,4802.1478331,0.114,0.115,0.378,0.0547929269,0.000429205,0.7682512733,0.0214248389,0.065,6.2,0.0681544029,Not Available,Not Available,Not Available,Not Available,4899.1766015,Not Available
31,NE,Wayne County,4888.7427639,0.139,0.144,0.373,0.0669444045,0.0006132461,0.6994923858,0.0201048951,0.1,6.5,0.1561238223,Not Available,Not Available,Not Available,Not Available,5030.0537665,Not Available
31,NE,Webster County,7189.4639462,0.164,0.178,0.395,0.0704554301,0.0002931692,0.6493860846,0.0252859723,0.145,6.2,0.0731707317,Not Available,Not Available,Not Available,Not Available,7892.6945088,Not Available
31,NE,Wheeler County,,0.146,0.167,0.386,0.054446461,0.0,0.6517857143,0.0168855535,0.188,5.7,0.1044776119,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
31,NE,York County,7471.7972176,0.119,0.11,0.389,0.0634980274,0.000772255,0.6702285545,0.0223585549,0.097,6.5,0.1081322609,Not Available,Not Available,Not Available,Not Available,8194.3291953,Not Available
32,NV,Nevada,8741.0749555,0.204,0.149,0.339,0.1322911472,0.0005671136,0.6000162977,0.0514104122,0.164,8.15,0.1929594115,15445.784401,4490.8824156,14712.911075,6634.7053244,9312.6595267,17903.327148
32,NV,Churchill County,10825.65764,0.198,0.184,0.336,0.1030443831,0.0004665086,0.5687159533,0.0426108152,0.137,9.6,0.1419784726,21235.423732,Not Available,Not Available,5446.83562,11750.175822,Not Available
32,NV,Clark County,8617.8590865,0.21,0.157,0.328,0.135609136,0.0005461344,0.5961570537,0.0543172189,0.177,12.1,0.2064939758,10039.657282,4483.7278161,14742.406046,6667.6931204,9058.0263724,17756.956139
32,NV,Douglas County,7663.7947982,0.143,0.123,0.305,0.1004496858,0.0005213555,0.6813658741,0.0454164276,0.12,9.5,0.1506456241,Not Available,Not Available,Not Available,6380.6893883,7759.6817108,Not Available
32,NV,Elko County,10188.402637,0.182,0.174,0.355,0.1024933138,0.0003524066,0.5347414133,0.037808642,0.114,6.2,0.1079774376,21867.85303,Not Available,Not Available,8805.0764523,10176.50009,Not Available
32,NV,Esmeralda County,,0.236,0.196,0.355,0.1882352941,0.0,0.5443037975,0.0396659708,0.182,7.8,0.2041237113,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
32,NV,Eureka County,17331.87735,0.199,0.179,0.339,0.0694904037,0.0,0.5437262357,0.0371859296,0.135,4.9,0.0990990991,Not Available,Not Available,Not Available,Not Available,16900.588249,Not Available
32,NV,Humboldt County,11481.244972,0.23,0.193,0.338,0.1227266417,0.0004533092,0.5882763433,0.0389394133,0.136,6.6,0.1241734019,Not Available,Not Available,Not Available,8946.2332921,11603.475019,Not Available
32,NV,Lander County,9879.354919,0.199,0.176,0.338,0.1128729397,0.0003449465,0.5784204672,0.0358616312,0.126,,0.1391304348,Not Available,Not Available,Not Available,Not Available,8750.7663771,Not Available
32,NV,Lincoln County,8004.7093771,0.194,0.194,0.321,0.1175558313,0.000441989,0.4228855721,0.0468441815,0.182,5.4,0.1184971098,Not Available,Not Available,Not Available,Not Available,9030.2003213,Not Available
32,NV,Lyon County,10098.404368,0.202,0.177,0.359,0.1234771836,0.0001313564,0.555735161,0.0578998603,0.119,10.4,0.1324977619,25994.702217,Not Available,Not Available,6294.9600878,10651.683431,Not Available
32,NV,Mineral County,19160.87803,0.243,0.207,0.35,0.108056872,0.0010902747,0.4076038904,0.0683477107,0.226,9.6,0.1095100865,22481.103289,Not Available,Not Available,Not Available,21558.165765,Not Available
32,NV,Nye County,11604.828948,0.23,0.206,0.32,0.1025349674,0.000243218,0.4402999423,0.0641102784,0.241,7.4,0.1571695469,Not Available,Not Available,11968.380543,8845.3651143,12460.447162,Not Available
32,NV,Pershing County,8967.0431203,0.201,0.188,0.348,0.1030848329,0.0002966919,0.3629306162,0.0466975179,0.183,6.7,0.0619946092,Not Available,Not Available,Not Available,Not Available,8863.9448505,Not Available
32,NV,Storey County,6547.6803165,0.164,0.159,0.313,0.1385061639,,0.7397078353,0.0429705745,0.098,9.6,0.1459627329,Not Available,Not Available,Not Available,Not Available,7654.3691811,Not Available
32,NV,Washoe County,8308.4677435,0.181,0.154,0.298,0.1285842702,0.0007884198,0.6479227165,0.0407151722,0.113,11.2,0.1719345616,17348.989802,4298.6445849,17071.55841,5962.7069597,8939.7929896,18201.805364
32,NV,White Pine County,9770.6389568,0.209,0.195,0.334,0.0880690738,0.0007623611,0.4672619048,0.0336590662,0.14,4.9,0.1120689655,Not Available,Not Available,Not Available,Not Available,10348.825634,Not Available
32,NV,Carson City,10863.645071,0.203,0.172,0.326,0.1422419717,0.0006441442,0.5960497835,0.0448919978,0.136,8.5,0.1718413109,14792.691109,7455.6597531,10719.491321,6410.0400939,12504.85264,Not Available
33,NH,New Hampshire,6622.4079385,0.144,0.115,0.3,0.0623083847,0.0008704154,0.7143600371,0.0220074907,0.082,5.45,0.1350508788,Not Available,1965.6732755,7318.4067852,4793.2024915,6893.3841719,Not Available
33,NH,Belknap County,7596.4107774,0.146,0.151,0.303,0.0686254534,0.0004809184,0.6499859036,0.0214022855,0.107,4.1,0.1417676965,Not Available,Not Available,Not Available,Not Available,7836.9184757,Not Available
33,NH,Carroll County,7555.2072209,0.137,0.146,0.285,0.083160543,0.000815534,0.6920684292,0.0226719944,0.119,5.3,0.1579925651,Not Available,Not Available,Not Available,Not Available,7677.3004087,Not Available
33,NH,Cheshire County,7141.8924437,0.15,0.15,0.312,0.0593154043,0.0006724515,0.6824623313,0.0232372414,0.108,6.4,0.1347115705,Not Available,Not Available,Not Available,Not Available,7267.8978648,Not Available
33,NH,Coos County,11270.039765,0.167,0.175,0.359,0.0767418078,0.001118604,0.5689779444,0.0264509321,0.176,4.9,0.1133186166,Not Available,Not Available,Not Available,Not Available,11765.066958,Not Available
33,NH,Grafton County,6277.4606076,0.127,0.128,0.288,0.0704249015,0.0018871813,0.717498343,0.0194190837,0.098,4.4,0.1360791733,Not Available,Not Available,Not Available,Not Available,6795.2759135,Not Available
33,NH,Hillsborough County,6908.9390369,0.122,0.103,0.298,0.065767232,0.0008347501,0.7210336423,0.0230469093,0.078,3.4,0.1399491864,Not Available,1873.3152506,7466.0240794,6153.7465102,7248.0599236,Not Available
33,NH,Merrimack County,6692.2765995,0.13,0.121,0.307,0.068564047,0.0009855834,0.692455243,0.0190337284,0.08,5.7,0.1273341783,Not Available,Not Available,Not Available,Not Available,6951.9905333,Not Available
33,NH,Rockingham County,5001.273863,0.121,0.127,0.317,0.049282951,0.0007856203,0.7614299422,0.0230404421,0.052,6.9,0.1244358478,Not Available,1544.4709986,10437.695189,2713.4760302,5153.8149273,Not Available
33,NH,Strafford County,7468.2505908,0.142,0.15,0.329,0.0561036765,0.0006645723,0.7361576063,0.0205331462,0.095,6.3,0.1467509382,Not Available,Not Available,Not Available,Not Available,7871.1525997,Not Available
33,NH,Sullivan County,8142.5478504,0.156,0.155,0.323,0.0703731455,0.0007121035,0.5488447507,0.0188082264,0.12,5.6,0.1336816226,Not Available,Not Available,Not Available,Not Available,8302.0875271,Not Available
34,NJ,New Jersey,6562.2619806,0.145,0.107,0.29,0.0798591881,0.0007817954,0.7201220852,0.0442988583,0.128,8.1,0.1983012256,5299.4075735,2692.108241,12424.188384,6099.5179401,6120.5215063,3152.9674872
34,NJ,Atlantic County,10072.402861,0.165,0.134,0.332,0.0870715702,0.0007164522,0.6420098898,0.0586710669,0.158,6.9,0.214533365,Not Available,3770.6194506,18409.976879,7357.0459105,9896.5255546,Not Available
34,NJ,Bergen County,4471.8548755,0.126,0.094,0.258,0.0680169874,0.0011343871,0.8121504412,0.0386219366,0.071,9.5,0.2010181401,Not Available,2453.0625098,7466.7056816,4404.3411353,4830.0868602,Not Available
34,NJ,Burlington County,6658.1617424,0.131,0.112,0.326,0.0495238863,0.0007581811,0.7560119776,0.0394878199,0.081,8.3,0.1393851508,Not Available,2881.4600148,9991.7851484,4687.2363895,6453.9147316,Not Available
34,NJ,Camden County,8984.3630619,0.162,0.133,0.328,0.0845234848,0.0009851634,0.6860986547,0.0482825042,0.17,8.7,0.1884584137,Not Available,3548.3169066,15234.157212,8818.1794932,7614.6270515,Not Available
34,NJ,Cape May County,9175.8413774,0.151,0.143,0.317,0.0773511989,0.0005331326,0.6677106004,0.0762336458,0.132,7.3,0.1772694782,Not Available,Not Available,13583.349321,7657.9835512,9266.7125468,Not Available
34,NJ,Cumberland County,10759.537744,0.222,0.169,0.368,0.1031082818,0.0003905563,0.4306061047,0.0648066093,0.219,8.3,0.222746988,11289.276713,7144.6653135,14946.771789,9483.3272956,9946.5606756,Not Available
34,NJ,Essex County,8340.7020858,0.165,0.124,0.291,0.1063545064,0.0007544592,0.6267764283,0.0554048614,0.184,8.8,0.2635274613,Not Available,3018.82431,13316.119627,6962.5386074,4523.4928977,Not Available
34,NJ,Gloucester County,7587.1112225,0.145,0.124,0.363,0.0503905904,0.0005320599,0.730693173,0.0430237797,0.098,8.6,0.1380272669,Not Available,3987.5956057,12559.251157,5825.3005587,7224.3955313,Not Available
34,NJ,Hudson County,6243.8034721,0.168,0.107,0.307,0.1039219299,0.0004740463,0.7828268875,0.0437516198,0.229,8.3,0.2630378673,Not Available,3314.7097016,12959.426783,5949.1600201,6133.3813551,Not Available
34,NJ,Hunterdon County,4362.6272271,0.12,0.099,0.265,0.0440463375,0.0011006435,0.8113083976,0.0349095525,0.043,7.4,0.1271056662,Not Available,1636.5466529,6394.1205055,3814.7651097,4603.3848112,Not Available
34,NJ,Mercer County,7664.2336304,0.148,0.104,0.307,0.0872367841,0.0009043841,0.6868144307,0.0389032738,0.131,7.2,0.186704591,Not Available,2728.6718952,15505.344148,7498.2047839,5779.0621493,Not Available
34,NJ,Middlesex County,5499.129029,0.141,0.097,0.269,0.0732736589,0.0009038031,0.7474675201,0.0409554355,0.101,7.6,0.1929505268,Not Available,2474.6994345,8297.1530461,5566.8468571,6811.7340303,Not Available
34,NJ,Monmouth County,5709.6038596,0.126,0.121,0.293,0.060902989,0.0010970723,0.784427948,0.0384298305,0.08,7.9,0.1664902065,Not Available,2759.3583557,11948.42711,6065.9395854,5325.3128232,Not Available
34,NJ,Morris County,4240.0883399,0.11,0.089,0.259,0.0533538132,0.0009315415,0.8317414265,0.036520228,0.051,8.0,0.1482153337,Not Available,1993.1363051,8274.1440803,3883.5483148,4509.3362407,Not Available
34,NJ,Ocean County,7126.7750427,0.159,0.145,0.332,0.0575064017,0.0003836684,0.6924294458,0.0423420804,0.147,6.5,0.1804357885,Not Available,3819.4903165,12179.320476,6523.7347357,7098.6647864,Not Available
34,NJ,Passaic County,7211.4526711,0.214,0.149,0.317,0.1229347045,0.0005191878,0.575614873,0.0551144343,0.202,8.3,0.2726369853,Not Available,4076.030415,16182.636411,6428.0389748,6286.8860078,Not Available
34,NJ,Salem County,11685.238187,0.151,0.131,0.363,0.0644438057,0.0002459798,0.5709095627,0.0549667399,0.15,8.3,0.171480509,Not Available,Not Available,22242.956117,9459.9507382,9974.315259,Not Available
34,NJ,Somerset County,4544.7991684,0.119,0.092,0.269,0.0525556993,0.0011022807,0.8191561012,0.0378411198,0.061,8.1,0.1592549755,Not Available,2109.7970002,8755.9466653,4242.3406752,4849.676841,Not Available
34,NJ,Sussex County,6516.349931,0.131,0.115,0.293,0.0535301832,0.0004534742,0.7611250073,0.0425986842,0.061,7.5,0.1312274368,Not Available,5153.0444434,9539.0830193,4545.7928941,6805.3018419,Not Available
34,NJ,Union County,6476.666923,0.157,0.115,0.28,0.1259643184,0.000615262,0.648749398,0.0472691988,0.112,9.5,0.2186342913,Not Available,2642.7655772,10306.476033,6335.8434202,5033.1207452,Not Available
34,NJ,Warren County,7006.0662433,0.133,0.115,0.291,0.0595318937,0.0005418537,0.6876976475,0.0404316259,0.104,7.2,0.1422699246,Not Available,3610.8490765,10240.112788,4365.1442154,7419.9226477,Not Available
35,NM,New Mexico,12363.330976,0.189,0.155,0.334,0.1058269849,0.0007438996,0.6367009827,0.0375666671,0.226,5.4,0.1654348385,26895.511809,4674.7495472,15845.340568,11643.521788,9617.1119274,13179.800452
35,NM,Bernalillo County,11523.92004,0.178,0.139,0.281,0.098697339,0.0010616955,0.7096845741,0.0345509593,0.179,9.7,0.1774144172,23248.857291,5751.7618822,17431.856381,12107.905281,8989.9515111,Not Available
35,NM,Catron County,11456.623927,0.22,0.219,0.33,0.0754451734,,0.3554216867,0.0487156776,0.341,,0.0878688525,Not Available,Not Available,Not Available,Not Available,8838.9154246,Not Available
35,NM,Chaves County,13483.896778,0.238,0.176,0.42,0.109593559,0.0006189172,0.5306978137,0.0381193013,0.251,6.3,0.1563777156,Not Available,Not Available,29094.999437,13332.30641,13129.878657,Not Available
35,NM,Cibola County,16697.435087,0.264,0.232,0.383,0.0918687589,0.0004782225,0.5813953488,0.0518954729,0.31,5.1,0.1953371141,24970.236654,Not Available,Not Available,11981.526167,11199.283397,Not Available
35,NM,Colfax County,13075.238738,0.2,0.159,0.356,0.1017302737,0.0004042364,0.5897740785,0.0344891872,0.262,4.9,0.1072695035,Not Available,Not Available,Not Available,16133.730079,9464.3475739,Not Available
35,NM,Curry County,12340.458899,0.195,0.158,0.349,0.1111691672,0.0004166753,0.6412734508,0.0290245765,0.223,5.8,0.1692644244,Not Available,Not Available,17048.833943,13040.6745,11800.953376,Not Available
35,NM,DeBaca County,13649.895031,0.206,0.175,0.331,0.1291390728,0.0005952381,0.6978723404,0.0331491713,0.306,5.1,0.0672413793,Not Available,Not Available,Not Available,Not Available,16163.346883,Not Available
35,NM,Dona Ana County,9397.0822165,0.212,0.149,0.36,0.1212504367,0.0006184878,0.6607828371,0.0429747536,0.242,9.1,0.1807093263,11090.928612,Not Available,12718.222004,9342.4019546,9642.3475572,Not Available
35,NM,Eddy County,12798.052199,0.219,0.173,0.391,0.1073919107,0.0002955131,0.6386318379,0.0263852243,0.189,7.0,0.1088953619,Not Available,Not Available,17884.537861,13147.951614,12351.877421,Not Available
35,NM,Grant County,12951.220634,0.215,0.179,0.35,0.0867512071,0.0006454158,0.5635078819,0.0350922131,0.272,5.5,0.1547779273,Not Available,Not Available,Not Available,14156.641101,12619.793151,Not Available
35,NM,Guadalupe County,12650.537078,0.254,0.175,0.356,0.0857860732,0.0004495392,0.4939271255,0.0404777704,0.302,4.9,0.1004366812,Not Available,Not Available,Not Available,13234.975251,11131.5307,Not Available
35,NM,Harding County,,0.219,0.178,0.35,0.1061007958,0.0,0.7379310345,0.037037037,0.268,4.9,0.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
35,NM,Hidalgo County,10843.651822,0.238,0.177,0.349,0.1075843635,0.000245459,0.5020491803,0.0328984685,0.327,5.2,0.1333333333,Not Available,Not Available,Not Available,14194.79595,5068.7630705,Not Available
35,NM,Lea County,12672.944115,0.244,0.181,0.355,0.1333279339,0.0003013534,0.443761555,0.0349407167,0.2,5.6,0.1471698113,Not Available,Not Available,25231.694163,11623.197927,13740.817729,Not Available
35,NM,Lincoln County,12621.00382,0.187,0.163,0.305,0.1180201196,0.0006361323,0.6048693888,0.0321834013,0.281,5.1,0.1226361032,Not Available,Not Available,Not Available,13149.510938,11983.654309,Not Available
35,NM,Los Alamos County,3583.3243466,0.088,0.078,0.224,0.0214924997,0.0015519917,0.8816148391,0.0185326225,0.034,4.9,0.0591531756,Not Available,Not Available,Not Available,4924.8684888,3063.1694921,Not Available
35,NM,Luna County,13151.906753,0.297,0.208,0.387,0.1229115729,0.0001566661,0.4249739493,0.1003072653,0.376,5.6,0.1348811498,Not Available,Not Available,Not Available,10569.392424,21986.033169,Not Available
35,NM,McKinley County,27592.800589,0.316,0.311,0.374,0.1379526637,0.000821956,0.4901366485,0.0518198643,0.418,5.3,0.2756379393,32392.281379,Not Available,Not Available,13608.201896,8552.234186,Not Available
35,NM,Mora County,14981.906708,0.231,0.143,0.37,0.0637997885,,0.481975968,0.0495824635,0.276,,0.1169014085,Not Available,Not Available,Not Available,16334.384133,Not Available,Not Available
35,NM,Otero County,11127.673711,0.211,0.189,0.388,0.093002759,0.0004523104,0.6086325521,0.0401633764,0.308,5.8,0.1280203476,36155.308949,Not Available,16621.546838,8838.5857526,9376.8488728,Not Available
35,NM,Quay County,16626.927498,0.236,0.196,0.36,0.1018609207,0.0001155268,0.5550135501,0.0415540541,0.327,5.2,0.1160714286,Not Available,Not Available,Not Available,13258.675974,21999.459779,Not Available
35,NM,Rio Arriba County,21299.484786,0.252,0.178,0.388,0.0908111021,0.0004977725,0.5227323628,0.0344440506,0.271,5.4,0.1312523505,28926.934,Not Available,Not Available,21113.831075,13429.520562,Not Available
35,NM,Roosevelt County,10940.860306,0.21,0.175,0.343,0.1108521971,0.000420632,0.5689617486,0.03640993,0.261,5.7,0.1675126904,Not Available,Not Available,Not Available,12412.511902,9673.0752165,Not Available
35,NM,Sandoval County,9510.9134248,0.194,0.163,0.311,0.0791670504,0.0006606373,0.6612545355,0.0364420795,0.16,7.6,0.122374685,24118.623784,4241.9598229,12693.807955,7545.0589388,7209.9650805,Not Available
35,NM,San Juan County,18277.303577,0.249,0.249,0.381,0.1276171822,0.0005289562,0.5557311254,0.0417772535,0.263,6.4,0.1962352362,27747.389196,Not Available,Not Available,12353.818662,10606.10718,Not Available
35,NM,San Miguel County,14085.431994,0.215,0.136,0.351,0.0862393968,0.0004788214,0.6072793751,0.0463922426,0.3,4.9,0.1912663755,Not Available,Not Available,Not Available,15195.459832,8411.7651702,Not Available
35,NM,Santa Fe County,8950.4019466,0.158,0.114,0.231,0.1204801838,0.001101797,0.6582568151,0.0335635776,0.188,4.5,0.1787259889,13612.116009,Not Available,11346.776139,10302.374214,6709.5114153,Not Available
35,NM,Sierra County,17437.97555,0.214,0.196,0.337,0.0913177859,0.000434707,0.5101842871,0.0598400825,0.354,5.3,0.1240601504,Not Available,Not Available,Not Available,13994.636423,20570.39853,Not Available
35,NM,Socorro County,17605.398632,0.274,0.22,0.35,0.1043812184,0.0004291582,0.4871794872,0.0421393841,0.324,5.3,0.1240951396,36670.25955,Not Available,Not Available,16265.499987,11855.79488,Not Available
35,NM,Taos County,12929.772206,0.189,0.149,0.29,0.113342838,0.000866476,0.6179919908,0.044165316,0.231,5.9,0.1534267913,22200.06328,Not Available,Not Available,13641.044054,11029.363705,Not Available
35,NM,Torrance County,14503.049926,0.245,0.2,0.348,0.0903871248,6.53296e-05,0.5440174434,0.0507364975,0.323,5.5,0.1332099907,Not Available,Not Available,Not Available,15171.805799,13517.495939,Not Available
35,NM,Union County,12002.139619,0.248,0.207,0.354,0.1213850837,0.0002434867,0.416481069,0.0313520575,0.254,4.9,0.0980392157,Not Available,Not Available,Not Available,14586.398704,11598.769989,Not Available
35,NM,Valencia County,11779.073828,0.204,0.158,0.355,0.1084845034,0.0002979661,0.5933744222,0.040507611,0.239,6.8,0.1397260274,14599.594028,Not Available,9707.6826242,12023.954121,10693.761743,Not Available
36,NY,New York,6637.2325352,0.161,0.115,0.303,0.057399004,0.0008034921,0.7100906694,0.0422750136,0.186,6.9,0.2251860853,8135.4220908,3366.809106,10777.402936,6429.1071485,6056.9416376,3748.7496503
36,NY,Albany County,7275.973279,0.124,0.127,0.335,0.0453645756,0.0009625713,0.7804272726,0.0328715953,0.146,8.7,0.1419448587,Not Available,3312.8496016,14647.323746,6650.9490846,6348.7399729,Not Available
36,NY,Allegany County,8270.8479351,0.155,0.165,0.343,0.0505969827,0.0003470264,0.6434896687,0.0426826125,0.172,6.5,0.1181763647,Not Available,Not Available,Not Available,Not Available,8471.5491051,Not Available
36,NY,Bronx County,9450.884202,0.282,0.163,0.372,0.0731253534,0.0005782667,0.5494221365,0.0682682169,0.355,8.3,0.3854778072,Not Available,4313.3621606,12110.559088,7849.9622468,10695.461251,Not Available
36,NY,Broome County,9128.1860818,0.153,0.159,0.333,0.0523904545,0.0007858447,0.6740778055,0.0393748266,0.198,7.2,0.1483401209,Not Available,2980.8419268,16350.386019,9865.2622939,8819.8599887,Not Available
